refcode	metal	total_charge	multiplicity	elem_nr	m_ox	d_elec	hapticity	CN	geometry	geom_nr	rel_m	splitting
DIBHIF	Ni	0	1	28	0	8	False	5	Pentagon	11	0.99	67.75
DIDMAG	Ni	-1	3	28	2	8	False	4	Tetrahedral	8	0.98	-34.18
DIDMEK	Ni	-1	3	28	2	8	False	4	Tetrahedral	8	0.944	-30.22
DIFKUY	Co	0	4	27	2	7	False	6	Octahedral	18	1.15	-13.4
DIGJEJ	Ni	0	1	28	2	8	False	4	Square planar	7	0.924	38.79
DIGNUD	Cr	0	2	24	3	3	True	3	Trigonal planar	3	1.048	20.74
DIHZEC	Fe	0	6	26	3	5	False	6	Octahedral	18	1.02	-11.71
DIJJIR	Cr	0	4	24	3	3	False	6	Octahedral	18	0.962	-41.16
DIJPOE	Ni	1	1	28	2	8	False	4	Square planar	7	0.961	55.33
DIJQAR	Ni	0	1	28	2	8	False	4	Square planar	7	0.986	36.46
DIMDAH	Co	0	4	27	2	7	False	4	Tetrahedral	8	1.056	-31.46
DIMPEU11	Mn	0	6	25	2	5	False	6	Octahedral	18	1.112	-44.02
DIRPOJ	Ni	0	1	28	2	8	False	4	Square planar	7	0.949	26.25
DITLAW	Co	0	4	27	2	7	False	5	Trigonal bipyramidal	13	1.087	-18.26
DITQEE	Mn	0	6	25	2	5	False	7	Pentagonal bipyramidal	23	1.153	-57.16
DIXXEP	Cr	0	5	24	2	4	False	4	Square planar	7	1.02	-65.4
DIYVAL	Cr	0	4	24	3	3	False	6	Octahedral	18	1.041	-23.12
DODWUQ	Fe	0	5	26	2	6	False	6	Octahedral	18	1.098	-25.68
DOFVIG	Cr	1	4	24	3	3	False	6	Octahedral	18	0.945	-44.84
DOFZAA	Co	0	1	27	3	6	False	6	Octahedral	18	0.989	90.32
DOGHEM	Co	1	1	27	3	6	False	6	Octahedral	18	0.989	44.54
DOGHOY	Fe	1	6	26	3	5	False	5	Trigonal bipyramidal	13	1.007	-41.92
DOHXED	Ni	1	3	28	2	8	False	5	Square pyramidal	14	1.133	-19.34
DOJCOX	Cr	-1	5	24	2	4	False	5	Square pyramidal	14	0.97	-32.12
DOKQOJ	Ni	0	1	28	2	8	False	4	Square planar	7	0.944	33.35
DOPROS	Ni	0	1	28	2	8	False	4	Square planar	7	0.951	35.48
DOQRAC	Fe	2	1	26	2	6	False	6	Octahedral	18	1.073	5.09
DOQWUC	Cr	0	5	24	2	4	False	3	T-shaped	6	0.958	-58.55
DOQXUD	Cr	0	5	24	2	4	False	3	Trigonal planar	3	0.913	-56.41
DORPIJ	Fe	-1	5	26	2	6	False	6	Octahedral	18	1.11	-15.94
DORZEP	Cr	-1	4	24	3	3	False	6	Octahedral	18	0.96	-36.59
DOVKUV	Mn	0	5	25	3	4	False	5	Square pyramidal	14	0.905	-46.38
DOVMOQ	Ni	0	2	28	3	7	False	6	Octahedral	18	1.078	46.9
DOVTUD	Ni	0	3	28	2	8	False	6	Octahedral	18	1.121	-41.31
DOVYES	Co	1	1	27	3	6	True	4	Tetrahedral	8	1.058	65.05
DOXXOE	Fe	0	6	26	3	5	False	6	Octahedral	18	1.08	-16.37
DOZQIV	Ni	0	1	28	0	8	True	3	Trigonal planar	3	1.044	41.64
DPBPCR	Cr	1	4	24	3	3	False	6	Octahedral	18	1.0	-48.39
DUBPIA	Cr	0	5	24	2	4	False	4	Square planar	7	0.964	-63.47
DUCGUD	Co	1	1	27	3	6	False	6	Octahedral	18	0.975	98.75
DUCQIC	Cr	0	4	24	3	3	False	6	Octahedral	18	0.951	-21.12
DUDTUS	Fe	2	1	26	2	6	False	6	Octahedral	18	0.927	80.36
DUFLEW	Fe	0	5	26	2	6	False	5	Square pyramidal	14	1.038	-30.85
DUJCIU	Cr	-3	4	24	3	3	False	6	Octahedral	18	0.967	-26.99
DULQAD	Cr	2	4	24	3	3	False	6	Octahedral	18	0.954	-39.7
DUMCUJ	Ni	0	1	28	2	8	False	5	Square pyramidal	14	1.015	18.38
DUPMUX	Ni	0	3	28	2	8	False	5	Trigonal bipyramidal	13	1.102	-28.17
DUQQAJ	Mn	0	6	25	2	5	False	7	Pentagonal bipyramidal	23	1.15	-62.61
DUSSAL	Ni	0	3	28	2	8	False	6	Octahedral	18	1.103	-28.8
DUSSOB	Fe	0	5	26	2	6	False	4	Tetrahedral	8	1.006	-41.47
DUTMIO10	Cr	0	4	24	3	3	False	6	Octahedral	18	0.997	-43.43
DUWWEY	Co	1	4	27	2	7	False	5	Trigonal bipyramidal	13	1.12	-28.41
DUXWAW	Ni	2	3	28	2	8	False	6	Octahedral	18	1.122	-33.58
DUYZII	Cr	0	5	24	2	4	False	4	Square planar	7	0.978	-66.72
EACMCO	Co	0	1	27	3	6	False	5	Square pyramidal	14	0.949	57.58
EAIMCO	Co	0	2	27	2	7	False	4	Square planar	7	0.935	25.83
EAIVCO	Co	0	1	27	3	6	False	6	Octahedral	18	1.004	70.3
EAMNCR10	Cr	0	1	24	0	5	False	6	Octahedral	18	0.851	144.29
EBECAP	Co	-2	4	27	2	7	False	4	Tetrahedral	8	1.002	-23.55
EBIXAQ	Ni	-1	2	28	3	7	False	4	Square planar	7	0.889	33.33
EBOTEU	Cr	0	5	24	2	4	True	2	Linear	0	1.072	-53.83
EBOTIY	Fe	0	3	26	2	6	True	2	Linear	0	1.003	13.06
EBUSEB	Co	0	4	27	2	7	False	6	Octahedral	18	1.119	-11.9
ECADOB01	Co	2	4	27	2	7	False	6	Octahedral	18	1.113	-17.58
ECBIMA10	Co	0	4	27	2	7	False	4	Tetrahedral	8	1.056	-37.81
ECEWAL	Fe	0	5	26	2	6	False	5	Trigonal bipyramidal	13	1.095	-30.57
ECEXIU	Ni	0	3	28	2	8	False	5	Square pyramidal	14	1.103	-19.08
ECOPAO	Fe	0	6	26	3	5	False	5	Square pyramidal	14	0.986	-33.67
ECOXAW	Cr	0	5	24	2	4	False	4	Square planar	7	0.963	-61.61
EDAMEE	Co	0	1	27	3	6	True	4	Tetrahedral	8	1.029	84.99
EDECEX	Fe	0	4	26	3	5	False	5	Trigonal bipyramidal	13	0.955	-1.69
EDEZEU	Fe	0	5	26	2	6	True	2	Linear	0	1.135	-41.98
EDIDAX	Co	2	4	27	2	7	False	6	Octahedral	18	1.123	-11.28
EDIDED	Fe	0	5	26	2	6	False	4	Tetrahedral	8	0.998	-46.39
EDIGON	Fe	0	1	26	2	6	True	2	Linear	0	1.057	52.53
EDIJIL	Ni	0	1	28	2	8	False	4	Square planar	7	0.955	57.68
EDISOA	Fe	0	5	26	2	6	False	5	Square pyramidal	14	1.095	-43.73
EDIXIY	Co	0	2	27	2	7	True	3	Trigonal planar	3	1.044	15.19
EDOZAA	Ni	0	1	28	2	8	False	4	Square planar	7	0.91	39.93
EDUPOL	Ni	0	1	28	2	8	False	4	Square planar	7	0.945	77.07
EGAMUX	Fe	0	1	26	2	6	False	4	Tetrahedral	8	0.802	46.81
EGEMOS	Fe	0	2	26	3	5	False	6	Octahedral	18	0.949	43.97
EGEYIA	Cr	0	4	24	3	3	False	6	Octahedral	18	0.945	-41.29
EGUVOR	Fe	0	5	26	2	6	False	6	Octahedral	18	1.114	-37.76
EGUZUB	Fe	2	1	26	2	6	False	6	Octahedral	18	0.911	56.59
EHEXOE	Fe	-2	6	26	3	5	False	6	Octahedral	18	1.03	-25.2
EHIJEM	Co	1	4	27	2	7	False	5	Trigonal bipyramidal	13	1.108	-27.87
EHIWIC	Mn	-2	6	25	2	5	False	6	Octahedral	18	1.099	-56.48
EJEVEV	Mn	1	5	25	3	4	False	6	Octahedral	18	1.017	-40.98
EJOJOC	Fe	0	5	26	2	6	False	5	Square pyramidal	14	1.08	-30.94
EJUSEK	Ni	1	3	28	2	8	False	6	Octahedral	18	1.138	-44.21
EKOKEV	Co	0	1	27	3	6	False	6	Octahedral	18	0.988	90.21
EKOXOR	Cr	0	1	24	0	5	False	6	Octahedral	18	0.853	137.14
ELAKOR	Ni	0	1	28	2	8	False	5	Square pyramidal	14	1.018	43.37
ELUJUQ	Fe	0	6	26	3	5	False	6	Octahedral	18	1.061	-11.41
ELUSUB	Ni	0	3	28	2	8	False	6	Octahedral	18	1.174	-21.22
ELUTAI	Ni	0	3	28	2	8	False	4	Seesaw	9	1.037	-19.64
ELUXIU	Co	2	2	27	2	7	False	5	Square pyramidal	14	1.021	24.68
EMEDEH	Co	0	4	27	2	7	False	4	Tetrahedral	8	1.024	-24.64
ENDACR	Cr	3	4	24	3	3	False	6	Octahedral	18	0.982	-51.08
ENTXCO	Co	1	1	27	3	6	False	6	Octahedral	18	0.987	59.44
ENUREM	Ni	0	3	28	2	8	False	5	Trigonal bipyramidal	13	1.074	-16.48
ENUSAJ	Ni	0	1	28	2	8	False	5	Trigonal bipyramidal	13	1.013	38.69
ENUSEN	Ni	0	1	28	2	8	False	5	Square pyramidal	14	1.052	38.82
EPUTOB	Ni	0	3	28	2	8	False	7	Pentagonal bipyramidal	23	1.202	-36.68
EQACEF	Fe	-2	6	26	3	5	False	5	Square pyramidal	14	0.983	-40.42
EQEFAI	Mn	0	6	25	2	5	False	6	Octahedral	18	1.103	-52.09
EQEQAV	Co	0	2	27	2	7	False	4	Square planar	7	0.96	25.14
EQIVIJ	Cr	0	5	24	2	4	False	4	Square planar	7	0.965	-64.85
EQIVOP	Cr	0	5	24	2	4	False	4	Square planar	7	0.98	-67.26
EQOQIK	Mn	0	1	25	1	6	True	5	Trigonal bipyramidal	13	0.907	134.65
ERIMEZ02	Fe	-1	2	26	3	5	False	6	Octahedral	18	0.976	39.62
ERIPEB	Mn	2	6	25	2	5	False	5	Trigonal bipyramidal	13	1.095	-59.85
ERIQIG	Ni	-2	1	28	2	8	False	4	Square planar	7	0.91	18.22
ERUXIZ	Co	2	4	27	2	7	False	6	Trigonal prismatic	19	1.176	-27.21
ESIJEY	Co	2	1	27	3	6	True	4	Tetrahedral	8	1.008	95.45
ESUYUM	Ni	3	2	28	3	7	False	6	Octahedral	18	1.108	10.32
ETAKIT	Ni	-2	3	28	2	8	False	4	Tetrahedral	8	0.977	-43.63
ETOHIF	Fe	0	5	26	2	6	False	6	Octahedral	18	1.116	-19.72
EVACOT	Ni	0	1	28	2	8	False	4	Square planar	7	0.932	30.58
EVILOM	Fe	0	6	26	3	5	False	5	Square pyramidal	14	0.977	-30.01
EVOJEE	Mn	2	6	25	2	5	False	6	Trigonal prismatic	19	1.135	-49.64
EWABUA	Fe	0	1	26	2	6	False	6	Octahedral	18	0.92	70.58
EWANAR	Co	-2	2	27	2	7	False	4	Square planar	7	0.896	20.56
EWOBEX	Fe	0	4	26	3	5	False	5	Square pyramidal	14	0.972	7.85
EWOBUP02	Ni	1	3	28	2	8	False	5	Trigonal bipyramidal	13	1.061	-15.31
EWUSEW	Ni	1	1	28	2	8	True	2	Linear	0	1.076	45.77
EXOCEA	Ni	0	1	28	2	8	False	4	Square planar	7	0.915	40.6
EXOVIX	Cr	0	4	24	3	3	False	6	Octahedral	18	0.958	-41.23
EXUKEP	Ni	-2	1	28	2	8	False	4	Square planar	7	0.942	18.64
EYAQEA	Co	3	1	27	3	6	False	6	Octahedral	18	0.99	75.68
EYAYIN	Cr	-1	4	24	3	3	False	6	Octahedral	18	0.94	-20.22
EYEYEM	Ni	0	1	28	2	8	False	4	Square planar	7	0.901	44.02
EYIRUA	Fe	0	5	26	2	6	False	6	Octahedral	18	1.108	-28.58
EYITAJ	Fe	0	5	26	2	6	False	3	Trigonal planar	3	0.966	-57.55
EYOZEY	Co	0	4	27	2	7	False	6	Trigonal prismatic	19	1.138	-20.65
EZOYIC	Mn	-2	6	25	2	5	False	4	Tetrahedral	8	1.017	-60.22
FAGKEE	Ni	0	3	28	2	8	False	6	Octahedral	18	1.151	-35.31
FAHFUQ	Mn	1	6	25	2	5	False	6	Trigonal prismatic	19	1.113	-51.67
FAJHUX	Co	0	1	27	3	6	True	3	Trigonal planar	3	1.029	75.47
FAJMAF	Co	-2	4	27	2	7	False	4	Tetrahedral	8	1.018	-41.99
FALPOA	Mn	1	6	25	2	5	False	6	Octahedral	18	1.097	-49.29
FANFAD	Ni	0	3	28	2	8	False	6	Octahedral	18	1.124	-34.54
FAPSAT	Fe	0	1	26	0	6	True	5	Trigonal bipyramidal	13	0.903	83.82
FARZIH	Co	0	4	27	2	7	False	4	Tetrahedral	8	1.006	-22.93
FASSEX	Fe	0	1	26	0	6	False	5	Trigonal bipyramidal	13	0.797	146.81
FAVZUY	Ni	0	1	28	2	8	False	4	Square planar	7	0.915	42.05
FAWQEZ	Mn	0	1	25	1	6	False	6	Octahedral	18	0.853	103.84
FAYHIZ	Co	0	4	27	2	7	False	4	Tetrahedral	8	0.975	-20.86
FAYHOF	Co	0	4	27	2	7	False	4	Tetrahedral	8	0.984	-32.06
FAYVAF	Ni	0	1	28	2	8	False	4	Seesaw	9	0.911	18.55
FAZPEE	Ni	0	3	28	2	8	False	6	Octahedral	18	1.166	-30.74
FAZTEG	Mn	0	1	25	1	6	False	6	Octahedral	18	0.874	109.98
FAZTIK	Mn	0	1	25	1	6	False	6	Octahedral	18	0.875	109.09
FEBRAF	Ni	2	3	28	2	8	False	6	Octahedral	18	1.102	-33.72
FEGVOE	Fe	0	5	26	2	6	False	2	Linear	0	0.866	-38.33
FEGVUJ	Ni	1	1	28	2	8	False	4	Square planar	7	0.944	42.33
FEHKUZ	Mn	0	1	25	1	6	False	6	Octahedral	18	0.867	105.29
FEHLIO	Mn	0	1	25	1	6	False	6	Octahedral	18	0.872	105.6
FEHNOV	Co	0	2	27	2	7	False	4	Square planar	7	0.882	36.5
FEKPUG	Fe	1	1	26	2	6	False	6	Octahedral	18	0.895	100.8
FENLEP	Fe	1	1	26	2	6	True	4	Tetrahedral	8	0.992	91.98
FERBEK	Fe	0	1	26	2	6	False	6	Octahedral	18	0.923	71.3
FERWEH	Co	0	4	27	2	7	False	6	Octahedral	18	1.132	-13.3
FESXOQ	Mn	0	6	25	2	5	False	6	Octahedral	18	1.094	-48.88
FEVFET	Fe	0	5	26	2	6	False	4	Seesaw	9	1.054	-37.48
FEVNAW	Co	0	1	27	3	6	False	6	Octahedral	18	0.991	27.38
FEWFUI	Fe	1	2	26	3	5	True	2	Linear	0	1.041	63.24
FEWGIX	Cr	1	4	24	3	3	True	2	Linear	0	1.063	-48.74
FEWMEA	Cr	1	4	24	3	3	False	4	Tetrahedral	8	0.924	-26.15
FEWRIK	Fe	1	5	26	2	6	False	6	Octahedral	18	1.117	-24.74
FEWVEL	Co	0	1	27	1	8	False	5	Square pyramidal	14	0.944	33.01
FEWYAK	Co	1	3	27	1	8	False	3	Trigonal planar	3	0.99	-22.57
FEWYIS	Co	0	2	27	2	7	False	4	Square planar	7	0.94	46.23
FEXROR	Cr	0	4	24	3	3	False	6	Octahedral	18	0.968	-34.34
FEXTUY	Ni	0	3	28	2	8	False	6	Octahedral	18	1.113	-32.83
FEYMIG	Co	0	2	27	2	7	False	4	Square planar	7	0.903	40.95
FEZTEM	Mn	1	6	25	2	5	False	5	Square pyramidal	14	1.063	-39.55
FEZXUD	Cr	1	4	24	3	3	False	6	Octahedral	18	0.976	-43.5
FIDZEY	Co	0	4	27	2	7	False	6	Octahedral	18	1.173	-19.59
FIFDUU	Ni	0	3	28	2	8	False	4	Tetrahedral	8	0.99	-26.79
FIGMEQ	Co	1	3	27	1	8	True	2	Linear	0	1.199	-38.11
FIHFIO	Fe	0	6	26	3	5	False	5	Trigonal bipyramidal	13	0.983	-27.11
FILSEY	Fe	0	3	26	0	6	True	4	Tetrahedral	8	0.991	27.5
FIMPIB	Fe	-1	1	26	2	6	False	4	Tetrahedral	8	0.787	59.64
FIMPOH	Fe	0	2	26	3	5	False	4	Tetrahedral	8	0.849	45.3
FIPWEG	Co	0	1	27	3	6	True	4	Tetrahedral	8	1.023	107.7
FISGAS	Ni	1	3	28	2	8	False	5	Square pyramidal	14	1.132	-25.71
FIWLEE	Ni	0	1	28	2	8	False	4	Square planar	7	0.968	39.46
FIYMOP	Co	1	1	27	1	8	False	5	Square pyramidal	14	0.873	59.95
FIZQIP	Mn	1	5	25	3	4	False	6	Octahedral	18	0.992	-41.55
FOCSOF	Mn	0	5	25	3	4	False	5	Trigonal bipyramidal	13	0.959	-59.39
FOGQOI	Ni	0	3	28	2	8	False	4	Tetrahedral	8	0.976	-33.74
FOKYEJ	Cr	0	1	24	0	5	False	6	Octahedral	18	0.858	141.28
FOMPUU	Co	0	4	27	2	7	False	4	Tetrahedral	8	0.99	-34.18
FOMQAB	Co	0	4	27	2	7	False	4	Tetrahedral	8	0.983	-19.13
FONPUT	Fe	0	1	26	0	6	False	5	Square pyramidal	14	0.822	135.11
FOPJEB	Ni	2	3	28	2	8	False	6	Octahedral	18	1.147	-46.23
FOQBOC	Fe	-1	5	26	2	6	False	5	Square pyramidal	14	1.021	-17.93
FOQNOP	Fe	0	1	26	2	6	False	6	Octahedral	18	0.857	175.48
FOSKEF	Fe	1	5	26	2	6	False	4	Square planar	7	1.011	-37.62
FOSVIS	Cr	0	4	24	3	3	False	6	Octahedral	18	1.047	-40.41
FOTSIR	Ni	0	3	28	2	8	False	5	Square pyramidal	14	1.087	-16.67
FOTZET	Fe	0	1	26	0	6	True	4	Tetrahedral	8	1.03	94.19
FOXCOM	Co	0	4	27	2	7	False	6	Octahedral	18	1.137	-16.4
FOXGAB	Mn	0	6	25	2	5	False	5	Trigonal bipyramidal	13	1.065	-61.37
FUMKIH	Ni	0	3	28	2	8	False	6	Octahedral	18	1.117	-38.72
FUNHUS	Ni	-1	3	28	2	8	False	4	Tetrahedral	8	1.016	-34.6
FUQCUR	Co	1	1	27	3	6	False	6	Octahedral	18	0.994	68.41
FURPEO	Fe	-2	1	26	2	6	False	6	Octahedral	18	0.96	38.73
FURROZ	Fe	0	1	26	0	6	True	4	Tetrahedral	8	0.908	152.35
FUWVOJ	Mn	0	6	25	2	5	False	6	Octahedral	18	1.101	-45.24
FUYTEA	Ni	0	3	28	2	8	False	3	Trigonal planar	3	0.937	-7.85
FUYYAB	Co	0	1	27	3	6	True	4	Tetrahedral	8	1.038	66.32
GADMEH	Co	-1	4	27	2	7	False	6	Octahedral	18	1.132	-11.56
GADMOR	Fe	-1	5	26	2	6	False	6	Octahedral	18	1.116	-24.88
GADTIS	Fe	0	6	26	3	5	False	5	Trigonal bipyramidal	13	0.997	-28.96
GAGVUG	Cr	0	4	24	3	3	False	3	Trigonal planar	3	0.826	-30.91
GAHJEG	Fe	1	1	26	2	6	False	6	Octahedral	18	0.93	67.89
GAMQEQ	Fe	0	1	26	0	6	False	5	Trigonal bipyramidal	13	0.811	154.9
GAMZAW	Fe	0	3	26	2	6	False	4	Square planar	7	0.938	11.88
GAMZEA	Fe	0	3	26	2	6	False	4	Square planar	7	0.944	6.23
GAMZIE	Fe	0	5	26	2	6	False	4	Tetrahedral	8	1.042	-46.79
GAMZOK	Fe	0	5	26	2	6	False	4	Tetrahedral	8	1.019	-49.6
GAPZEC	Co	1	1	27	3	6	False	6	Octahedral	18	0.993	47.45
GARQIB	Mn	0	6	25	2	5	False	7	Capped trigonal prismatic	25	1.166	-50.82
GAVNEX	Fe	0	6	26	3	5	False	6	Octahedral	18	1.039	-19.96
GAVXAC	Fe	1	2	26	3	5	True	4	Tetrahedral	8	1.03	76.08
GAWNAU	Ni	0	1	28	2	8	False	4	Square planar	7	0.984	37.22
GAXYOW	Ni	0	3	28	2	8	False	3	T-shaped	6	0.973	-17.41
GAXZEN	Fe	0	5	26	2	6	False	3	Trigonal planar	3	0.989	-56.97
GAYXEJ	Mn	-1	6	25	2	5	False	4	Tetrahedral	8	0.958	-79.65
GAYZEL	Fe	0	5	26	2	6	False	6	Octahedral	18	1.105	-19.55
GAZHAQ	Fe	1	1	26	2	6	True	4	Tetrahedral	8	0.993	70.44
GEDFIE	Fe	2	1	26	2	6	False	6	Octahedral	18	0.907	90.4
GEDJEE	Ni	0	3	28	2	8	False	6	Octahedral	18	1.134	-40.97
GEFTIV	Fe	0	5	26	2	6	False	4	Tetrahedral	8	0.991	-39.98
GEFZEX	Fe	1	1	26	2	6	False	6	Octahedral	18	0.917	50.02
GEGBUQ	Ni	0	3	28	2	8	False	5	Square pyramidal	14	1.069	-16.85
GELBII	Co	0	1	27	1	8	True	3	Trigonal planar	3	1.012	43.65
GELRIY	Mn	0	1	25	1	6	False	6	Octahedral	18	0.853	107.72
GEMZON	Mn	1	1	25	1	6	False	6	Octahedral	18	0.842	160.77
GENBUW	Mn	0	1	25	1	6	False	6	Octahedral	18	0.842	130.74
GENQAS	Ni	0	3	28	2	8	False	5	Square pyramidal	14	1.078	-7.04
GENYOP	Ni	0	1	28	2	8	False	4	Square planar	7	0.91	31.11
GEPBEJ	Mn	0	6	25	2	5	False	6	Octahedral	18	1.109	-44.6
GEPPEX	Fe	0	3	26	2	6	False	4	Square planar	7	0.869	7.26
GEPVEF	Fe	0	4	26	3	5	False	5	Trigonal bipyramidal	13	0.955	-12.72
GEQZUY	Cr	0	4	24	3	3	False	6	Octahedral	18	0.96	-42.13
GESMUM	Ni	1	1	28	2	8	True	3	Trigonal planar	3	1.031	43.81
GESNAT	Ni	0	1	28	2	8	True	3	Trigonal planar	3	1.004	42.12
GEWNAX	Co	3	1	27	3	6	False	6	Octahedral	18	0.971	66.13
GEZGEA	Ni	0	3	28	2	8	False	5	Trigonal bipyramidal	13	1.063	-21.89
GEZGIE	Ni	0	3	28	2	8	False	5	Square pyramidal	14	1.067	-22.13
GIBGON	Co	0	4	27	2	7	False	6	Octahedral	18	1.127	-17.86
GICZIB	Fe	1	2	26	3	5	False	6	Octahedral	18	0.943	64.67
GIDKAH	Cr	0	4	24	3	3	False	6	Octahedral	18	0.945	-41.25
GIFFOS	Ni	-1	3	28	2	8	False	4	Tetrahedral	8	0.972	-35.75
GIFJEM	Cr	0	5	24	2	4	False	4	Square planar	7	0.965	-67.37
GIGGUZ	Co	0	4	27	2	7	False	4	Seesaw	9	1.036	-25.32
GILZIK	Ni	0	1	28	2	8	False	5	Square pyramidal	14	1.007	27.8
GINSUS	Ni	0	1	28	2	8	False	4	Square planar	7	0.894	57.92
GISLUQ	Fe	1	1	26	2	6	True	4	Tetrahedral	8	0.96	109.98
GISVAF	Co	0	4	27	2	7	False	4	Tetrahedral	8	1.003	-21.71
GITHEY	Fe	0	4	26	3	5	False	5	Square pyramidal	14	0.939	2.87
GITYOY	Ni	0	3	28	2	8	False	5	Square pyramidal	14	1.112	-24.86
GIXYIV	Co	0	1	27	3	6	False	6	Octahedral	18	0.95	117.27
GIYGUT	Ni	0	3	28	2	8	False	4	Seesaw	9	1.018	-22.24
GOCDEH	Fe	0	1	26	2	6	False	6	Octahedral	18	0.958	34.86
GOFXIK	Fe	-2	5	26	2	6	False	4	Tetrahedral	8	0.967	-49.98
GOHDEN	Ni	-1	2	28	3	7	False	5	Trigonal bipyramidal	13	0.961	27.7
GOJFIU	Fe	0	1	26	2	6	True	4	Tetrahedral	8	0.978	61.65
GOJVAC	Mn	0	1	25	1	6	False	6	Octahedral	18	0.844	124.4
GOJZIP	Fe	-1	1	26	2	6	False	6	Octahedral	18	0.948	69.84
GOKREF	Mn	1	6	25	2	5	False	5	Square pyramidal	14	1.097	-62.05
GONTIM	Mn	0	1	25	1	6	False	6	Octahedral	18	0.853	108.73
GOQYUG	Ni	0	1	28	2	8	False	4	Square planar	7	0.942	24.07
GOQZIX	Mn	0	6	25	2	5	False	5	Trigonal bipyramidal	13	1.061	-50.64
GORWIT	Cr	-1	4	24	3	3	False	6	Octahedral	18	0.988	-36.98
GOVDOK	Mn	0	6	25	2	5	False	4	Tetrahedral	8	0.997	-62.35
GOXBAW	Ni	0	3	28	2	8	False	6	Octahedral	18	1.137	-37.26
GOXBOK	Ni	0	1	28	2	8	False	4	Square planar	7	0.923	27.38
GOXXEW	Mn	0	6	25	2	5	False	6	Octahedral	18	1.086	-59.64
GUCBAJ	Fe	0	5	26	2	6	False	4	Seesaw	9	1.012	-39.17
GUGCUI	Co	0	4	27	2	7	False	7	Pentagonal bipyramidal	23	1.21	-21.3
GUGYIS	Fe	-1	6	26	3	5	False	6	Octahedral	18	1.032	-22.85
GULWUH	Cr	0	4	24	3	3	False	6	Octahedral	18	0.931	-42.17
GUQYOH	Fe	0	6	26	3	5	False	5	Trigonal bipyramidal	13	1.002	-17.86
GUSCOP	Fe	1	1	26	2	6	True	4	Tetrahedral	8	0.983	58.42
GUSJAI	Ni	0	1	28	2	8	True	3	Trigonal planar	3	1.005	65.18
GUTXEB	Fe	1	1	26	2	6	False	6	Octahedral	18	0.935	73.05
GUTXOL	Fe	1	2	26	3	5	False	6	Octahedral	18	0.937	62.33
GUTYAY	Fe	0	1	26	2	6	False	6	Octahedral	18	0.924	50.56
GUVZIH	Co	0	1	27	3	6	False	6	Octahedral	18	0.96	33.85
GUWWAW	Co	0	4	27	2	7	False	5	Trigonal bipyramidal	13	1.144	-28.56
GUZCUZ	Co	0	3	27	3	6	False	5	Trigonal bipyramidal	13	1.052	4.0
GUZTIH	Co	0	4	27	2	7	False	5	Square pyramidal	14	1.098	-6.51
HABRAG	Ni	0	3	28	2	8	False	5	Trigonal bipyramidal	13	1.078	-28.46
HAFQUB	Fe	0	1	26	2	6	True	2	Linear	0	1.014	79.3
HAFRAI	Fe	1	2	26	3	5	True	2	Linear	0	1.048	85.03
HAGHOO	Cr	0	5	24	2	4	False	4	Square planar	7	1.029	-60.1
HAHHII	Ni	0	1	28	2	8	False	4	Square planar	7	0.945	23.5
HAHXOE	Mn	0	6	25	2	5	False	5	Trigonal bipyramidal	13	1.03	-63.04
HAHYAR	Mn	0	6	25	2	5	False	5	Trigonal bipyramidal	13	1.042	-53.18
HAKPUF	Cr	0	1	24	2	4	True	5	Square pyramidal	14	0.986	86.12
HAKQEQ	Cr	0	4	24	3	3	True	4	Tetrahedral	8	1.024	-39.12
HALBEB	Ni	0	3	28	2	8	False	5	Square pyramidal	14	1.087	-17.42
HANJIP	Co	2	1	27	3	6	False	6	Octahedral	18	0.979	63.95
HARLER	Fe	1	6	26	3	5	False	6	Octahedral	18	1.042	-9.87
HASJEQ	Fe	0	1	26	2	6	False	6	Octahedral	18	0.951	50.25
HATNOG	Mn	1	1	25	1	6	False	6	Octahedral	18	0.863	137.27
HATNUM	Mn	0	1	25	1	6	False	6	Octahedral	18	0.847	151.8
HATPAU	Mn	0	1	25	1	6	False	6	Octahedral	18	0.856	134.95
HAVRII	Fe	-1	6	26	3	5	False	6	Octahedral	18	1.022	-19.66
HAWNUQ	Mn	1	1	25	1	6	False	6	Octahedral	18	0.87	122.36
HAWSEF	Cr	0	4	24	3	3	True	4	Tetrahedral	8	1.043	-29.27
HAXCOA	Fe	-1	1	26	2	6	False	6	Octahedral	18	0.886	93.63
HAXXOU	Fe	0	6	26	3	5	False	6	Octahedral	18	1.062	-16.88
HEBMOQ	Fe	0	1	26	2	6	False	6	Octahedral	18	0.927	69.51
HEBPUZ	Fe	0	1	26	2	6	False	6	Octahedral	18	0.953	45.72
HECVER	Fe	0	5	26	2	6	False	4	Tetrahedral	8	1.034	-45.81
HEFGEG	Ni	0	3	28	2	8	False	5	Square pyramidal	14	1.087	-23.85
HEHJOW	Co	-1	3	27	3	6	False	4	Square planar	7	0.89	22.31
HEKXIG	Co	-2	4	27	2	7	False	4	Tetrahedral	8	0.967	-43.48
HELJAJ	Co	1	1	27	3	6	False	6	Octahedral	18	0.978	83.59
HEQZEI	Co	0	2	27	2	7	False	4	Square planar	7	1.013	9.45
HERFIT	Ni	0	1	28	2	8	True	3	Trigonal planar	3	1.06	13.92
HERGUG	Co	0	1	27	3	6	False	6	Octahedral	18	0.981	50.62
